2017-08-29 09:20 Tue // ['332990', '111187', '91'] // ['HGZ7', '3.1045', '3.0860', '3.0925', '3.1145', '3.0765', '40064', '212556', '60'] // [['HGQ7', '', '3.0650', '', '', '', '0', '270', '0'], ['HGU7', '3.0820', '3.0630', '3.0675', '3.0915', '3.0540', '30715', '30097', '0'], ['HGV7', '3.0915', '3.0720', '3.0695', '3.0985', '3.0635', '1037', '6990', '6'], ['HGX7', '3.0985', '3.0795', '3.0910', '3.1030', '3.0775', '218', '1856', '0'], ['HGZ7', '3.1045', '3.0860', '3.0925', '3.1145', '3.0765', '40064', '212556', '60'], ['HGF8', '', '3.0935', '', '', '', '0', '766', '0'], ['HGG8', '3.1235', '3.0995', '3.0975', '3.1235', '3.0975', '3', '1574', '0'], ['HGH8', '3.1230', '3.1045', '3.1105', '3.1305', '3.0955', '1192', '44658', '25'], ['HGJ8', '', '3.1105', '', '', '', '0', '1695', '0'], ['HGK8', '3.1315', '3.1140', '3.1330', '3.1395', '3.1155', '777', '12965', '0'], ['HGM8', '', '3.1195', '', '', '', '0', '2098', '0'], ['HGN8', '', '3.1225', '', '', '', '2', '5532', '0'], ['HGQ8', '', '3.1275', '', '', '', '0', '1519', '0'], ['HGU8', '', '3.1295', '', '', '', '0', '2568', '0'], ['HGV8', '', '3.1320', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1335', '', '', '', '0', '1482', '0'], ['HGZ8', '', '3.1345', '', '', '', '0', '4534', '0'], ['HGF9', '', '3.1350', '', '', '', '0', '182', '0'], ['HGG9', '', '3.1370', '', '', '', '0', '2', '0'], ['HGH9', '', '3.1380', '', '', '', '0', '157', '0'], ['HGJ9', '', '3.1395', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1405', '', '', '', '0', '4', '0'], ['HGM9', '', '3.1430', '', '', '', '0', '', ''], ['HGN9', '', '3.1435', '', '', '', '0', '', ''], ['HGQ9', '', '0.0000', '', '', '', '0', '', ''], ['HGU9', '', '3.1445', '', '', '', '0', '', ''], ['HGZ9', '', '3.1455', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1465', '', '', '', '0', '', ''], ['HGK0', '', '3.1470', '', '', '', '0', '', ''], ['HGN0', '', '3.1475', '', '', '', '0', '', ''], ['HGU0', '', '3.1480', '', '', '', '0', '', ''], ['HGZ0', '', '3.1485', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1490', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1495', '', '', '', '0', '', ''], ['HGN1', '', '3.1500', '', '', '', '0', '', ''], ['HGU1', '', '3.1505', '', '', '', '0', '', ''], ['HGZ1', '', '3.1510', '', '', '', '0', '', ''], ['HGH2', '', '3.1515', '', '', '', '0', '', ''], ['HGK2', '', '3.1520', '', '', '', '0', '', ''], ['HGN2', '', '3.1525', '', '', '', '0', '', '']]
2017-08-30 09:20 Wed2017-08-31 09:20 Thu // ['327694', '103311', '820'] // ['HGZ7', '3.0985', '3.0870', '3.0880', '3.1355', '3.0870', '47287', '223683', '110'] // [['HGU7', '3.0780', '3.0645', '3.0650', '3.1140', '3.0645', '2088', '8980', '467'], ['HGV7', '3.0900', '3.0730', '3.0750', '3.1210', '3.0750', '406', '9753', '41'], ['HGX7', '3.0980', '3.0805', '3.0980', '3.1240', '3.0945', '32', '2521', '26'], ['HGZ7', '3.0985', '3.0870', '3.0880', '3.1355', '3.0870', '47287', '223683', '110'], ['HGF8', '3.1280', '3.0945', '3.1200', '3.1280', '3.1200', '15', '732', '0'], ['HGG8', '3.1200', '3.1005', '3.1200', '3.1200', '3.1200', '1', '1578', '0'], ['HGH8', '3.1170', '3.1055', '3.1075', '3.1525', '3.1065', '1711', '45377', '0'], ['HGJ8', '3.1295', '3.1110', '3.1295', '3.1295', '3.1295', '1', '1696', '0'], ['HGK8', '3.1300', '3.1150', '3.1300', '3.1620', '3.1280', '583', '13479', '176'], ['HGM8', '3.1375', '3.1205', '3.1375', '3.1375', '3.1375', '2', '2098', '0'], ['HGN8', '', '3.1235', '', '', '', '52', '5425', '0'], ['HGQ8', '3.1475', '3.1280', '3.1475', '3.1475', '3.1475', '2', '1524', '0'], ['HGU8', '3.1560', '3.1300', '3.1585', '3.1605', '3.1535', '7', '2844', '0'], ['HGV8', '', '3.1330', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1350', '', '', '', '0', '1482', '0'], ['HGZ8', '3.1550', '3.1360', '3.1650', '3.1650', '3.1550', '13', '4623', '0'], ['HGF9', '', '3.1365', '', '', '', '0', '201', '0'], ['HGG9', '', '3.1385', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1395', '', '', '', '0', '206', '0'], ['HGJ9', '', '3.1410', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1420', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1445', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1450', '', '', '', '0', '', ''], ['HGQ9', '', '3.1455', '', '', '', '0', '', ''], ['HGU9', '', '3.1460', '', '', '', '0', '', ''], ['HGZ9', '', '3.1470', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1480', '', '', '', '0', '', ''], ['HGK0', '', '3.1485', '', '', '', '0', '', ''], ['HGN0', '', '3.1490', '', '', '', '0', '', ''], ['HGU0', '', '3.1495', '', '', '', '0', '', ''], ['HGZ0', '', '3.1500', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1505', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1510', '', '', '', '0', '', ''], ['HGN1', '', '3.1515', '', '', '', '0', '', ''], ['HGU1', '', '3.1520', '', '', '', '0', '', ''], ['HGZ1', '', '3.1525', '', '', '', '0', '', ''], ['HGH2', '', '3.1530', '', '', '', '0', '', ''], ['HGK2', '', '3.1535', '', '', '', '0', '', ''], ['HGN2', '', '3.1540', '', '', '', '0', '', '']]
2017-09-01 09:20 Fri // ['328909', '96119', '146'] // ['HGZ7', '3.1105', '3.0985', '3.1020', '3.1155', '3.0910', '37293', '225538', '110'] // [['HGU7', '3.0905', '3.0790', '3.0870', '3.0930', '3.0730', '471', '6750', '0'], ['HGV7', '3.1000', '3.0870', '3.0970', '3.1000', '3.0835', '127', '9850', '36'], ['HGX7', '3.1035', '3.0940', '3.1005', '3.1035', '3.1005', '30', '2598', '0'], ['HGZ7', '3.1105', '3.0985', '3.1020', '3.1155', '3.0910', '37293', '225538', '110'], ['HGF8', '3.1095', '3.1060', '3.1210', '3.1210', '3.1095', '22', '741', '0'], ['HGG8', '3.1060', '3.1120', '3.1235', '3.1235', '3.1060', '8', '1577', '0'], ['HGH8', '3.1290', '3.1170', '3.1200', '3.1335', '3.1090', '1448', '46042', '0'], ['HGJ8', '', '3.1225', '', '', '', '0', '1697', '0'], ['HGK8', '3.1200', '3.1265', '3.1320', '3.1380', '3.1200', '271', '13938', '0'], ['HGM8', '', '3.1315', '', '', '', '0', '2100', '0'], ['HGN8', '', '3.1345', '', '', '', '182', '5542', '0'], ['HGQ8', '', '3.1390', '', '', '', '0', '1525', '0'], ['HGU8', '3.1485', '3.1410', '3.1485', '3.1485', '3.1485', '261', '2954', '0'], ['HGV8', '', '3.1440', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1460', '', '', '', '0', '1482', '0'], ['HGZ8', '3.1525', '3.1470', '3.1510', '3.1560', '3.1510', '59', '4670', '0'], ['HGF9', '', '3.1475', '', '', '', '0', '204', '0'], ['HGG9', '', '3.1495', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1505', '', '', '', '0', '209', '0'], ['HGJ9', '', '3.1520', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1530', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1555', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1560', '', '', '', '0', '', ''], ['HGQ9', '', '3.1565', '', '', '', '0', '', ''], ['HGU9', '', '3.1570', '', '', '', '0', '', ''], ['HGZ9', '', '3.1580', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1590', '', '', '', '0', '', ''], ['HGK0', '', '3.1595', '', '', '', '0', '', ''], ['HGN0', '', '3.1600', '', '', '', '0', '', ''], ['HGU0', '', '3.1605', '', '', '', '0', '', ''], ['HGZ0', '', '3.1610', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1615', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1620', '', '', '', '0', '', ''], ['HGN1', '', '3.1625', '', '', '', '0', '', ''], ['HGU1', '', '3.1630', '', '', '', '0', '', ''], ['HGZ1', '', '3.1635', '', '', '', '0', '', ''], ['HGH2', '', '3.1640', '', '', '', '0', '', ''], ['HGK2', '', '3.1645', '', '', '', '0', '', ''], ['HGN2', '', '3.1650', '', '', '', '0', '', '']]
2017-09-04 09:20 Mon // ['329545', '82712', '25'] // ['HGZ7', '3.1515', '3.1180', '3.1225', '3.1765', '3.1130', '44833', '225022', '0'] // [['HGU7', '3.1310', '3.0980', '3.0985', '3.1560', '3.0930', '290', '6333', '0'], ['HGV7', '3.1410', '3.1070', '3.1290', '3.1420', '3.1155', '200', '9915', '25'], ['HGX7', '3.1470', '3.1135', '3.1370', '3.1470', '3.1185', '10', '2670', '0'], ['HGZ7', '3.1515', '3.1180', '3.1225', '3.1765', '3.1130', '44833', '225022', '0'], ['HGF8', '', '3.1245', '', '', '', '0', '717', '0'], ['HGG8', '3.1520', '3.1315', '3.1520', '3.1520', '3.1520', '5', '1630', '0'], ['HGH8', '3.1715', '3.1375', '3.1350', '3.1830', '3.1350', '939', '47460', '0'], ['HGJ8', '3.1625', '3.1435', '3.1625', '3.1625', '3.1625', '10', '1699', '0'], ['HGK8', '3.1700', '3.1480', '3.1515', '3.1800', '3.1515', '132', '13916', '0'], ['HGM8', '3.1715', '3.1535', '3.1715', '3.1715', '3.1715', '8', '2102', '0'], ['HGN8', '', '3.1570', '', '', '', '2', '5585', '0'], ['HGQ8', '', '3.1620', '', '', '', '0', '1527', '0'], ['HGU8', '3.1890', '3.1640', '3.1860', '3.1890', '3.1860', '4', '2819', '0'], ['HGV8', '', '3.1670', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1690', '', '', '', '0', '1482', '0'], ['HGZ8', '3.1800', '3.1700', '3.1800', '3.1800', '3.1800', '4', '4706', '0'], ['HGF9', '3.1830', '3.1705', '3.1630', '3.1830', '3.1630', '3', '215', '0'], ['HGG9', '', '3.1730', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1750', '', '', '', '0', '255', '0'], ['HGJ9', '', '3.1765', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1775', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1800', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1805', '', '', '', '0', '', ''], ['HGQ9', '', '3.1810', '', '', '', '0', '', ''], ['HGU9', '', '3.1815', '', '', '', '0', '', ''], ['HGZ9', '', '3.1825', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1835', '', '', '', '0', '', ''], ['HGK0', '', '3.1840', '', '', '', '0', '', ''], ['HGN0', '', '3.1845', '', '', '', '0', '', ''], ['HGU0', '', '3.1850', '', '', '', '0', '', ''], ['HGZ0', '', '3.1855', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1860', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1865', '', '', '', '0', '', ''], ['HGN1', '', '3.1870', '', '', '', '0', '', ''], ['HGU1', '', '3.1875', '', '', '', '0', '', ''], ['HGZ1', '', '3.1880', '', '', '', '0', '', ''], ['HGH2', '', '3.1885', '', '', '', '0', '', ''], ['HGK2', '', '3.1890', '', '', '', '0', '', ''], ['HGN2', '', '3.1895', '', '', '', '0', '', ''], ['HGU2', '', '', '', '', '', '0', '', '']]
2017-09-05 09:20 Tue // ['329545', '82712', '25'] // ['HGZ7', '3.1555', '3.1180', '3.1225', '3.1785', '3.1130', '105402', '225022', '0'] // [['HGU7', '3.1335', '3.0980', '3.0985', '3.1580', '3.0930', '689', '6333', '0'], ['HGV7', '3.1400', '3.1070', '3.1290', '3.1670', '3.1155', '429', '9915', '25'], ['HGX7', '3.1470', '3.1135', '3.1370', '3.1615', '3.1185', '30', '2670', '0'], ['HGZ7', '3.1555', '3.1180', '3.1225', '3.1785', '3.1130', '105402', '225022', '0'], ['HGF8', '', '3.1245', '', '', '', '0', '717', '0'], ['HGG8', '3.1805', '3.1315', '3.1520', '3.1805', '3.1520', '9', '1630', '0'], ['HGH8', '3.1730', '3.1375', '3.1350', '3.1975', '3.1350', '2950', '47460', '0'], ['HGJ8', '3.1625', '3.1435', '3.1625', '3.1625', '3.1625', '10', '1699', '0'], ['HGK8', '3.1825', '3.1480', '3.1515', '3.2030', '3.1515', '1158', '13916', '0'], ['HGM8', '3.2080', '3.1535', '3.1715', '3.2080', '3.1715', '13', '2102', '0'], ['HGN8', '3.2015', '3.1570', '3.2090', '3.2120', '3.1995', '221', '5585', '0'], ['HGQ8', '', '3.1620', '', '', '', '0', '1527', '0'], ['HGU8', '3.1890', '3.1640', '3.1860', '3.1890', '3.1860', '10', '2819', '0'], ['HGV8', '', '3.1670', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1690', '', '', '', '0', '1482', '0'], ['HGZ8', '3.2160', '3.1700', '3.1800', '3.2235', '3.1800', '20', '4706', '0'], ['HGF9', '3.1830', '3.1705', '3.1630', '3.1830', '3.1630', '3', '215', '0'], ['HGG9', '', '3.1730', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1750', '', '', '', '0', '255', '0'], ['HGJ9', '', '3.1765', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1775', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1800', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1805', '', '', '', '0', '', ''], ['HGQ9', '', '3.1810', '', '', '', '0', '', ''], ['HGU9', '', '3.1815', '', '', '', '0', '', ''], ['HGZ9', '', '3.1825', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1835', '', '', '', '0', '', ''], ['HGK0', '', '3.1840', '', '', '', '0', '', ''], ['HGN0', '', '3.1845', '', '', '', '0', '', ''], ['HGU0', '', '3.1850', '', '', '', '0', '', ''], ['HGZ0', '', '3.1855', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1860', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1865', '', '', '', '0', '', ''], ['HGN1', '', '3.1870', '', '', '', '0', '', ''], ['HGU1', '', '3.1875', '', '', '', '0', '', ''], ['HGZ1', '', '3.1880', '', '', '', '0', '', ''], ['HGH2', '', '3.1885', '', '', '', '0', '', ''], ['HGK2', '', '3.1890', '', '', '', '0', '', ''], ['HGN2', '', '3.1895', '', '', '', '0', '', ''], ['HGU2', '', '', '', '', '', '0', '', '']]
2017-09-06 09:20 Wed // ['332380', '160080', '37'] // ['HGZ7', '3.1390', '3.1280', '3.1300', '3.1560', '3.1250', '44471', '226533', '0'] // [['HGU7', '3.1195', '3.1075', '3.1075', '3.1305', '3.1075', '162', '5739', '0'], ['HGV7', '3.1240', '3.1170', '3.1220', '3.1380', '3.1200', '70', '9956', '37'], ['HGX7', '3.1295', '3.1230', '3.1300', '3.1450', '3.1295', '7', '2671', '0'], ['HGZ7', '3.1390', '3.1280', '3.1300', '3.1560', '3.1250', '44471', '226533', '0'], ['HGF8', '3.1455', '3.1345', '3.1455', '3.1455', '3.1455', '1', '720', '0'], ['HGG8', '3.1520', '3.1410', '3.1475', '3.1590', '3.1475', '9', '1632', '0'], ['HGH8', '3.1580', '3.1470', '3.1475', '3.1745', '3.1475', '529', '48930', '0'], ['HGJ8', '', '3.1525', '', '', '', '0', '1699', '0'], ['HGK8', '3.1670', '3.1565', '3.1660', '3.1810', '3.1645', '11', '14110', '0'], ['HGM8', '', '3.1615', '', '', '', '0', '2102', '0'], ['HGN8', '3.1770', '3.1645', '3.1770', '3.1770', '3.1770', '1', '5753', '0'], ['HGQ8', '', '3.1690', '', '', '', '0', '1527', '0'], ['HGU8', '', '3.1710', '', '', '', '0', '2826', '0'], ['HGV8', '', '3.1735', '', '', '', '0', '1478', '0'], ['HGX8', '', '3.1755', '', '', '', '0', '1482', '0'], ['HGZ8', '', '3.1765', '', '', '', '0', '4707', '0'], ['HGF9', '', '3.1770', '', '', '', '0', '246', '0'], ['HGG9', '', '3.1795', '', '', '', '0', '3', '0'], ['HGH9', '', '3.1815', '', '', '', '0', '255', '0'], ['HGJ9', '', '3.1830', '', '', '', '0', '2', '0'], ['HGK9', '', '3.1840', '', '', '', '0', '3', '0'], ['HGM9', '', '3.1865', '', '', '', '0', '1', '0'], ['HGN9', '', '3.1870', '', '', '', '0', '', ''], ['HGQ9', '', '3.1875', '', '', '', '0', '', ''], ['HGU9', '', '3.1880', '', '', '', '0', '', ''], ['HGZ9', '', '3.1890', '', '', '', '0', '3', '0'], ['HGH0', '', '3.1900', '', '', '', '0', '', ''], ['HGK0', '', '3.1905', '', '', '', '0', '', ''], ['HGN0', '', '3.1910', '', '', '', '0', '', ''], ['HGU0', '', '3.1915', '', '', '', '0', '', ''], ['HGZ0', '', '3.1920', '', '', '', '0', '1', '0'], ['HGH1', '', '3.1925', '', '', '', '0', '1', '0'], ['HGK1', '', '3.1930', '', '', '', '0', '', ''], ['HGN1', '', '3.1935', '', '', '', '0', '', ''], ['HGU1', '', '3.1940', '', '', '', '0', '', ''], ['HGZ1', '', '3.1945', '', '', '', '0', '', ''], ['HGH2', '', '3.1950', '', '', '', '0', '', ''], ['HGK2', '', '3.1955', '', '', '', '0', '', ''], ['HGN2', '', '3.1960', '', '', '', '0', '', ''], ['HGU2', '', '', '', '', '', '0', '', '']]
